ccode,cname,year,hogname,hogideo,hogrel
170,Colombia,1872,Manuel Murillo Toro,C,0
170,Colombia,1873,Manuel Murillo Toro,C,0
170,Colombia,1874,Santiago Pérez,C,0
170,Colombia,1875,Santiago Pérez,C,0
170,Colombia,1876,Aguileo Parra,C,0
170,Colombia,1877,Aguileo Parra,C,0
170,Colombia,1878,Julián Trujillo Largacha,C,0
170,Colombia,1879,Julián Trujillo Largacha,C,0
170,Colombia,1880,Rafael Nuñez,R,1
170,Colombia,1881,Rafael Nuñez,R,1
170,Colombia,1882,Francisco Javier Zaldúa,C,0
170,Colombia,1883,José Eusebio Otálora,R,1
170,Colombia,1884,Rafael Nuñez,R,1
170,Colombia,1885,Rafael Nuñez,R,1
170,Colombia,1886,Eliseo Payán,R,1
170,Colombia,1887,Rafael Nuñez,R,1
170,Colombia,1888,Rafael Nuñez,R,1
170,Colombia,1889,Rafael Nuñez,R,1
170,Colombia,1890,Rafael Nuñez,R,1
170,Colombia,1891,Rafael Nuñez,R,1
170,Colombia,1892,Rafael Nuñez,R,1
170,Colombia,1893,Rafael Nuñez,R,1
170,Colombia,1894,Rafael Nuñez,R,1
170,Colombia,1895,Miguel Antonio Caro,R,1
170,Colombia,1896,Miguel Antonio Caro,R,1
170,Colombia,1897,Miguel Antonio Caro,R,1
170,Colombia,1898,Miguel Antonio Caro,R,1
170,Colombia,1899,Manuel Antonio Sanclemente,R,1
170,Colombia,1900,Manuel Antonio Sanclemente,R,1
170,Colombia,1901,José Manuel Marroquín,R,1
170,Colombia,1902,José Manuel Marroquín,R,1
170,Colombia,1903,José Manuel Marroquín,R,1
170,Colombia,1904,José Manuel Marroquín,R,1
170,Colombia,1905,Rafael Reyes,R,1
170,Colombia,1906,Rafael Reyes,R,1
170,Colombia,1907,Rafael Reyes,R,1
170,Colombia,1908,Rafael Reyes,R,1
170,Colombia,1909,Rafael Reyes,R,1
170,Colombia,1910,Ramón González Valencia,R,1
170,Colombia,1911,Carlos E. Restrepo,R,1
170,Colombia,1912,Carlos E. Restrepo,R,1
170,Colombia,1913,Carlos E. Restrepo,R,1
170,Colombia,1914,Carlos E. Restrepo,R,1
170,Colombia,1915,José Vicente Concha,R,1
170,Colombia,1916,José Vicente Concha,R,1
170,Colombia,1917,José Vicente Concha,R,1
170,Colombia,1918,José Vicente Concha,R,1
170,Colombia,1919,Marco Fidel Suárez,R,1
170,Colombia,1920,Marco Fidel Suárez,R,1
170,Colombia,1921,Marco Fidel Suárez,R,1
170,Colombia,1922,Jorge Holguín,R,1
170,Colombia,1923,Pedro Nel Ospina,R,1
170,Colombia,1924,Pedro Nel Ospina,R,1
170,Colombia,1925,Pedro Nel Ospina,R,1
170,Colombia,1926,Pedro Nel Ospina,R,1
170,Colombia,1927,Miguel Abadía Mendez,R,1
170,Colombia,1928,Miguel Abadía Mendez,R,1
170,Colombia,1929,Miguel Abadía Mendez,R,1
170,Colombia,1930,Miguel Abadía Mendez,R,1
170,Colombia,1931,Enrique Olaya Herrera,C,0
170,Colombia,1932,Enrique Olaya Herrera,C,0
170,Colombia,1933,Enrique Olaya Herrera,C,0
170,Colombia,1934,Enrique Olaya Herrera,C,0
170,Colombia,1935,Alfonso López Pumarejo,C,0
170,Colombia,1936,Alfonso López Pumarejo,C,0
170,Colombia,1937,Alfonso López Pumarejo,C,0
170,Colombia,1938,Alfonso López Pumarejo,C,0
170,Colombia,1939,Eduardo Santos Montejo,C,0
170,Colombia,1940,Eduardo Santos Montejo,C,0
170,Colombia,1941,Eduardo Santos Montejo,C,0
170,Colombia,1942,Eduardo Santos Montejo,C,0
170,Colombia,1943,Alfonso López Pumarejo,C,0
170,Colombia,1944,Alfonso López Pumarejo,C,0
170,Colombia,1945,Alfonso López Pumarejo,C,0
170,Colombia,1946,Alberto Lleras Camargo,C,0
170,Colombia,1947,Mariano Ospina Pérez,R,1
170,Colombia,1948,Mariano Ospina Pérez,R,1
170,Colombia,1949,Mariano Ospina Pérez,R,1
170,Colombia,1950,Mariano Ospina Pérez,R,1
170,Colombia,1951,Laureano Gómez Castro,R,1
170,Colombia,1952,Roberto Urdaneta Arbeláez,R,1
170,Colombia,1953,Gustavo Rojas Pinilla,O,1
170,Colombia,1954,Gustavo Rojas Pinilla,O,1
170,Colombia,1955,Gustavo Rojas Pinilla,O,1
170,Colombia,1956,Gustavo Rojas Pinilla,O,1
170,Colombia,1957,Gabriel París Gordillo,O,0
170,Colombia,1958,Gabriel París Gordillo,O,0
170,Colombia,1959,Alberto Lleras Camargo,C,0
170,Colombia,1960,Alberto Lleras Camargo,C,0
170,Colombia,1961,Alberto Lleras Camargo,C,0
170,Colombia,1962,Alberto Lleras Camargo,C,0
170,Colombia,1963,Guillermo León Valencia,R,1
170,Colombia,1964,Guillermo León Valencia,R,1
170,Colombia,1965,Guillermo León Valencia,R,1
170,Colombia,1966,Guillermo León Valencia,R,1
170,Colombia,1967,Carlos Lleras Restreppo,C,0
170,Colombia,1968,Carlos Lleras Restreppo,C,0
170,Colombia,1969,Carlos Lleras Restreppo,C,0
170,Colombia,1970,Carlos Lleras Restreppo,C,0
170,Colombia,1971,Misael Pastrana Borrero,R,1
170,Colombia,1972,Misael Pastrana Borrero,R,1
170,Colombia,1973,Misael Pastrana Borrero,R,1
170,Colombia,1974,Misael Pastrana Borrero,R,1
170,Colombia,1975,Alfonso López Michelsen,C,0
170,Colombia,1976,Alfonso López Michelsen,C,0
170,Colombia,1977,Alfonso López Michelsen,C,0
170,Colombia,1978,Alfonso López Michelsen,C,0
170,Colombia,1979,Julio César Turbay Ayala,C,0
170,Colombia,1980,Julio César Turbay Ayala,C,0
170,Colombia,1981,Julio César Turbay Ayala,C,0
170,Colombia,1982,Julio César Turbay Ayala,C,0
170,Colombia,1983,Belisario Betancur Cuartas,R,0
170,Colombia,1984,Belisario Betancur Cuartas,R,0
170,Colombia,1985,Belisario Betancur Cuartas,R,0
170,Colombia,1986,Belisario Betancur Cuartas,R,0
170,Colombia,1987,Virgilio Barco Vargas,C,0
170,Colombia,1988,Virgilio Barco Vargas,C,0
170,Colombia,1989,Virgilio Barco Vargas,C,0
170,Colombia,1990,Virgilio Barco Vargas,C,0
170,Colombia,1991,César Gaviria Trujillo,C,0
170,Colombia,1992,César Gaviria Trujillo,C,0
170,Colombia,1993,César Gaviria Trujillo,C,0
170,Colombia,1994,César Gaviria Trujillo,C,0
170,Colombia,1995,Ernesto Samper Pizano,C,0
170,Colombia,1996,Ernesto Samper Pizano,C,0
170,Colombia,1997,Ernesto Samper Pizano,C,0
170,Colombia,1998,Ernesto Samper Pizano,C,0
170,Colombia,1999,Andrés Pastrana Arango,R,0
170,Colombia,2000,Andrés Pastrana Arango,R,0
170,Colombia,2001,Andrés Pastrana Arango,R,0
170,Colombia,2002,Andrés Pastrana Arango,R,0
170,Colombia,2003,Àlvaro Uribe Vélez,R,0
170,Colombia,2004,Àlvaro Uribe Vélez,R,0
170,Colombia,2005,Àlvaro Uribe Vélez,R,0
170,Colombia,2006,Àlvaro Uribe Vélez,R,0
170,Colombia,2007,Àlvaro Uribe Vélez,R,0
170,Colombia,2008,Àlvaro Uribe Vélez,R,0
170,Colombia,2009,Àlvaro Uribe Vélez,R,0
170,Colombia,2010,Àlvaro Uribe Vélez,R,0
170,Colombia,2011,Juan Manuel Santos,C,0
170,Colombia,2012,Juan Manuel Santos,C,0
188,Costa Rica,1870,Jesús Jiméne Zamora/Bruno Carranza/Tomás Guardia,C,0
188,Costa Rica,1871,Tomás Guardia,C,0
188,Costa Rica,1872,Tomás Guardia,C,0
188,Costa Rica,1873,Tomás Guardia,C,0
188,Costa Rica,1874,Tomás Guardia,C,0
188,Costa Rica,1875,Tomás Guardia,C,0
188,Costa Rica,1876,Tomás Guardia/Aniceto Esquivel/Vicente Herrera,C,0
188,Costa Rica,1877,Vicente Herrera,C,0
188,Costa Rica,1878,Tomás Guardia,C,0
188,Costa Rica,1879,Tomás Guardia,C,0
188,Costa Rica,1880,Tomás Guardia,C,0
188,Costa Rica,1881,Tomás Guardia,C,0
188,Costa Rica,1882,Tomás Guardia,C,0
188,Costa Rica,1883,Próspero Fernández Oreamuno,C,0
188,Costa Rica,1884,Próspero Fernández Oreamuno,C,0
188,Costa Rica,1885,Bernardo Soto Alfaro,C,0
188,Costa Rica,1886,Bernardo Soto Alfaro,C,0
188,Costa Rica,1887,Bernardo Soto Alfaro,C,0
188,Costa Rica,1888,Bernardo Soto Alfaro,C,0
188,Costa Rica,1889,Bernardo Soto Alfaro,C,0
188,Costa Rica,1890,José Joaquín Rodríguez,C,0
188,Costa Rica,1891,José Joaquín Rodríguez,C,0
188,Costa Rica,1892,José Joaquín Rodríguez,C,0
188,Costa Rica,1893,José Joaquín Rodríguez,C,0
188,Costa Rica,1894,Rafael Yglesias Castro,C,0
188,Costa Rica,1895,Rafael Yglesias Castro,C,0
188,Costa Rica,1896,Rafael Yglesias Castro,C,0
188,Costa Rica,1897,Rafael Yglesias Castro,C,0
188,Costa Rica,1898,Rafael Yglesias Castro,C,0
188,Costa Rica,1899,Rafael Yglesias Castro,C,0
188,Costa Rica,1900,Rafael Yglesias Castro,C,0
188,Costa Rica,1901,Rafael Yglesias Castro,C,0
188,Costa Rica,1902,Ascensión Esquivel Ibarra,C,0
188,Costa Rica,1903,Ascensión Esquivel Ibarra,C,0
188,Costa Rica,1904,Ascensión Esquivel Ibarra,C,0
188,Costa Rica,1905,Ascensión Esquivel Ibarra,C,0
188,Costa Rica,1906,Cleto González Víquez,C,0
188,Costa Rica,1907,Cleto González Víquez,C,0
188,Costa Rica,1908,Cleto González Víquez,C,0
188,Costa Rica,1909,Cleto González Víquez,C,0
188,Costa Rica,1910,Ricardo Jiménez Oreamuno,C,0
188,Costa Rica,1911,Ricardo Jiménez Oreamuno,C,0
188,Costa Rica,1912,Ricardo Jiménez Oreamuno,C,0
188,Costa Rica,1913,Ricardo Jiménez Oreamuno,C,0
188,Costa Rica,1914,Alfredo González Flores,L,0
188,Costa Rica,1915,Alfredo González Flores,L,0
188,Costa Rica,1916,Alfredo González Flores,L,0
188,Costa Rica,1917,Federico Tinoco Granados,R,0
188,Costa Rica,1918,Federico Tinoco Granados,R,0
188,Costa Rica,1919,Federico Tinoco Granados,R,0
188,Costa Rica,1920,Julio Acosta García,O,0
188,Costa Rica,1921,Julio Acosta García,O,0
188,Costa Rica,1922,Julio Acosta García,O,0
188,Costa Rica,1923,Julio Acosta García,O,0
188,Costa Rica,1924,Ricardo Jiménez Oreamuno,C,0
188,Costa Rica,1925,Ricardo Jiménez Oreamuno,C,0
188,Costa Rica,1926,Ricardo Jiménez Oreamuno,C,0
188,Costa Rica,1927,Ricardo Jiménez Oreamuno,C,0
188,Costa Rica,1928,Cleto Gonzalez Viquez,C,0
188,Costa Rica,1929,Cleto Gonzalez Viquez,C,0
188,Costa Rica,1930,Cleto Gonzalez Viquez,C,0
188,Costa Rica,1931,Cleto Gonzalez Viquez,C,0
188,Costa Rica,1932,Ricardo Jiménez Oreamuno,C,0
188,Costa Rica,1933,Ricardo Jiménez Oreamuno,C,0
188,Costa Rica,1934,Ricardo Jiménez Oreamuno,C,0
188,Costa Rica,1935,Ricardo Jiménez Oreamuno,C,0
188,Costa Rica,1936,Leon Cortes Castro,C,0
188,Costa Rica,1937,Leon Cortes Castro,C,0
188,Costa Rica,1938,Leon Cortes Castro,C,0
188,Costa Rica,1939,Leon Cortes Castro,C,0
188,Costa Rica,1940,Dr. Rafael Angel Calderon Guardia,L,1
188,Costa Rica,1941,Dr. Rafael Angel Calderon Guardia,L,1
188,Costa Rica,1942,Dr. Rafael Angel Calderon Guardia,L,1
188,Costa Rica,1943,Dr. Rafael Angel Calderon Guardia,L,1
188,Costa Rica,1944,Teodoro Picado Michalski,L,1
188,Costa Rica,1945,Teodoro Picado Michalski,L,1
188,Costa Rica,1946,Teodoro Picado Michalski,L,1
188,Costa Rica,1947,Teodoro Picado Michalski,L,1
188,Costa Rica,1948,Jose Figueres Ferrer,L,0
188,Costa Rica,1949,Jose Figueres Ferrer,L,0
188,Costa Rica,1950,Otilio Ulate,R,0
188,Costa Rica,1951,Otilio Ulate,R,0
188,Costa Rica,1952,Otilio Ulate,R,0
188,Costa Rica,1953,Otilio Ulate,R,0
188,Costa Rica,1954,Jose Figueres Ferrer,L,0
188,Costa Rica,1955,Jose Figueres Ferrer,L,0
188,Costa Rica,1956,Jose Figueres Ferrer,L,0
188,Costa Rica,1957,Jose Figueres Ferrer,L,0
188,Costa Rica,1958,Mario Echandi Jimenez,R,0
188,Costa Rica,1959,Mario Echandi Jimenez,R,0
188,Costa Rica,1960,Mario Echandi Jimenez,R,0
188,Costa Rica,1961,Mario Echandi Jimenez,R,0
188,Costa Rica,1962,J. Orlich Bolmarich,L,0
188,Costa Rica,1963,J. Orlich Bolmarich,L,0
188,Costa Rica,1964,J. Orlich Bolmarich,L,0
188,Costa Rica,1965,J. Orlich Bolmarich,L,0
188,Costa Rica,1966,Jose Joaquin Trejos,R,0
188,Costa Rica,1967,Jose Joaquin Trejos,R,0
188,Costa Rica,1968,Jose Joaquin Trejos,R,0
188,Costa Rica,1969,Jose Joaquin Trejos,R,0
188,Costa Rica,1970,Jose Figueres Ferrer,L,0
188,Costa Rica,1971,Jose Figueres Ferrer,L,0
188,Costa Rica,1972,Jose Figueres Ferrer,L,0
188,Costa Rica,1973,Jose Figueres Ferrer,L,0
188,Costa Rica,1974,Daniel Oduber Quiros,L,0
188,Costa Rica,1975,Daniel Oduber Quiros,L,0
188,Costa Rica,1976,Daniel Oduber Quiros,L,0
188,Costa Rica,1977,Daniel Oduber Quiros,L,0
188,Costa Rica,1978,Rodrigo Carazo,R,1
188,Costa Rica,1979,Rodrigo Carazo,R,1
188,Costa Rica,1980,Rodrigo Carazo,R,1
188,Costa Rica,1981,Rodrigo Carazo,R,1
188,Costa Rica,1982,Luis Alberto Monge Alvarez,L,0
188,Costa Rica,1983,Luis Alberto Monge Alvarez,L,0
188,Costa Rica,1984,Luis Alberto Monge Alvarez,L,0
188,Costa Rica,1985,Luis Alberto Monge Alvarez,L,0
188,Costa Rica,1986,Oscar Arias Sanchez,L,0
188,Costa Rica,1987,Oscar Arias Sanchez,L,0
188,Costa Rica,1988,Oscar Arias Sanchez,L,0
188,Costa Rica,1989,Oscar Arias Sanchez,L,0
188,Costa Rica,1990,Rafael Angel Calderon,R,1
188,Costa Rica,1991,Rafael Angel Calderon,R,1
188,Costa Rica,1992,Rafael Angel Calderon,R,1
188,Costa Rica,1993,Rafael Angel Calderon,R,1
188,Costa Rica,1994,Jose Maria Figueres Olsen,L,0
188,Costa Rica,1995,Jose Maria Figueres Olsen,L,0
188,Costa Rica,1996,Jose Maria Figueres Olsen,L,0
188,Costa Rica,1997,Jose Maria Figueres Olsen,L,0
188,Costa Rica,1998,Miguel Ángel Rodríguez Echeverría,R,1
188,Costa Rica,1999,Miguel Ángel Rodríguez Echeverría,R,1
188,Costa Rica,2000,Miguel Ángel Rodríguez Echeverría,R,1
188,Costa Rica,2001,Miguel Ángel Rodríguez Echeverría,R,1
188,Costa Rica,2002,Abel Pacheco de la Espriella,R,1
188,Costa Rica,2003,Abel Pacheco de la Espriella,R,1
188,Costa Rica,2004,Abel Pacheco de la Espriella,R,1
188,Costa Rica,2005,Abel Pacheco de la Espriella,R,1
188,Costa Rica,2006,Oscar Arias Sanchez,L,0
188,Costa Rica,2007,Oscar Arias Sanchez,L,0
188,Costa Rica,2008,Oscar Arias Sanchez,L,0
188,Costa Rica,2009,Oscar Arias Sanchez,L,0
188,Costa Rica,2010,Laura Chinchilla,L,0
188,Costa Rica,2011,Laura Chinchilla,L,0
188,Costa Rica,2012,Laura Chinchilla,L,0
208,Denmark,1870,Ludvig Holstein-Holsteinborg,R,0
208,Denmark,1871,Ludvig Holstein-Holsteinborg,R,0
208,Denmark,1872,Ludvig Holstein-Holsteinborg,R,0
208,Denmark,1873,Ludvig Holstein-Holsteinborg,R,0
208,Denmark,1874,Ludvig Holstein-Holsteinborg,R,0
208,Denmark,1875,Jacob Brønnum Scavenius Estrup ,R,0
208,Denmark,1876,Jacob Brønnum Scavenius Estrup ,R,0
208,Denmark,1877,Jacob Brønnum Scavenius Estrup ,R,0
208,Denmark,1878,Jacob Brønnum Scavenius Estrup ,R,0
208,Denmark,1879,Jacob Brønnum Scavenius Estrup ,R,0
208,Denmark,1880,Jacob Brønnum Scavenius Estrup ,R,0
208,Denmark,1881,Jacob Brønnum Scavenius Estrup ,R,0
208,Denmark,1882,Jacob Brønnum Scavenius Estrup ,R,0
208,Denmark,1883,Jacob Brønnum Scavenius Estrup ,R,0
208,Denmark,1884,Jacob Brønnum Scavenius Estrup ,R,0
208,Denmark,1885,Jacob Brønnum Scavenius Estrup ,R,0
208,Denmark,1886,Jacob Brønnum Scavenius Estrup ,R,0
208,Denmark,1887,Jacob Brønnum Scavenius Estrup ,R,0
208,Denmark,1888,Jacob Brønnum Scavenius Estrup ,R,0
208,Denmark,1889,Jacob Brønnum Scavenius Estrup ,R,0
208,Denmark,1890,Jacob Brønnum Scavenius Estrup ,R,0
208,Denmark,1891,Jacob Brønnum Scavenius Estrup ,R,0
208,Denmark,1892,Jacob Brønnum Scavenius Estrup ,R,0
208,Denmark,1893,Jacob Brønnum Scavenius Estrup ,R,0
208,Denmark,1894,Jacob Brønnum Scavenius Estrup ,R,0
208,Denmark,1895,Tage Reedtz-Thott,R,0
208,Denmark,1896,Tage Reedtz-Thott,R,0
208,Denmark,1897,Hugo Egmont Hørring,R,0
208,Denmark,1898,Hugo Egmont Hørring,R,0
208,Denmark,1899,Hugo Egmont Hørring,R,0
208,Denmark,1900,Hannibal Sehested ,R,0
208,Denmark,1901,Hannibal Sehested ,R,0
208,Denmark,1902,Johan Henrik Deuntzer ,R,0
208,Denmark,1903,Johan Henrik Deuntzer ,R,0
208,Denmark,1904,Johan Henrik Deuntzer ,R,0
208,Denmark,1905,Jens Christian Christensen  ,R,0
208,Denmark,1906,Jens Christian Christensen  ,R,0
208,Denmark,1907,Jens Christian Christensen  ,R,0
208,Denmark,1908,Jens Christian Christensen  ,R,0
208,Denmark,1909,Niels Neergaard,R,0
208,Denmark,1910,Carl Theodor Zahle,C,0
208,Denmark,1911,Klaus Berntsen ,R,0
208,Denmark,1912,Klaus Berntsen ,R,0
208,Denmark,1913,Klaus Berntsen ,R,0
208,Denmark,1914,Carl Theodor Zahle,C,0
208,Denmark,1915,Carl Theodor Zahle,C,0
208,Denmark,1916,Carl Theodor Zahle,C,0
208,Denmark,1917,Carl Theodor Zahle,C,0
208,Denmark,1918,Carl Theodor Zahle,C,0
208,Denmark,1919,Carl Theodor Zahle,C,0
208,Denmark,1920,Niels Neergaard,R,0
208,Denmark,1921,Niels Neergaard,R,0
208,Denmark,1922,Niels Neergaard,R,0
208,Denmark,1923,Niels Neergaard,R,0
208,Denmark,1924,Thorvald Stauning,L,0
208,Denmark,1925,Thorvald Stauning,L,0
208,Denmark,1926,Thorvald Stauning,L,0
208,Denmark,1927,Thomas Madsen-Mygdal,R,0
208,Denmark,1928,Thomas Madsen-Mygdal,R,0
208,Denmark,1929,Thorvald Stauning,L,0
208,Denmark,1930,Thorvald Stauning,L,0
208,Denmark,1931,Thorvald Stauning,L,0
208,Denmark,1932,Thorvald Stauning,L,0
208,Denmark,1933,Thorvald Stauning,L,0
208,Denmark,1934,Thorvald Stauning,L,0
208,Denmark,1935,Thorvald Stauning,L,0
208,Denmark,1936,Thorvald Stauning,L,0
208,Denmark,1937,Thorvald Stauning,L,0
208,Denmark,1938,Thorvald Stauning,L,0
208,Denmark,1939,Thorvald Stauning,L,0
208,Denmark,1940,Thorvald Stauning,,
208,Denmark,1941,Thorvald Stauning,,
208,Denmark,1942,Thorvald Stauning,,
208,Denmark,1943,Vilhelm Buhl,,
208,Denmark,1944,Eric Scavenius,,
208,Denmark,1945,Vilhelm Buhl,L,0
208,Denmark,1946,Knud Kristensen,R,0
208,Denmark,1947,Knud Kristensen,R,0
208,Denmark,1948,Hans Hedtoft,L,0
208,Denmark,1949,Hans Hedtoft,L,0
208,Denmark,1950,Hans Hedtoft,L,0
208,Denmark,1951,Erik Eriksen,R,0
208,Denmark,1952,Erik Eriksen,R,0
208,Denmark,1953,Erik Eriksen,R,0
208,Denmark,1954,Hans Hedtoft,L,0
208,Denmark,1955,Hans Christian Hansen,L,0
208,Denmark,1956,Hans Christian Hansen,L,0
208,Denmark,1957,Hans Christian Hansen,L,0
208,Denmark,1958,Hans Christian Hansen,L,0
208,Denmark,1959,Hans Christian Hansen,L,0
208,Denmark,1960,Viggo Kampmann,L,0
208,Denmark,1961,Viggo Kampmann,L,0
208,Denmark,1962,Viggo Kampmann,L,0
208,Denmark,1963,Jens Otto Krag,L,0
208,Denmark,1964,Jens Otto Krag,L,0
208,Denmark,1965,Jens Otto Krag,L,0
208,Denmark,1966,Jens Otto Krag,L,0
208,Denmark,1967,Jens Otto Krag,L,0
208,Denmark,1968,Hilmar Baunsgaard ,C,0
208,Denmark,1969,Hilmar Baunsgaard ,C,0
208,Denmark,1970,Hilmar Baunsgaard ,C,0
208,Denmark,1971,Hilmar Baunsgaard ,C,0
208,Denmark,1972,Jens Otto Krag ,L,0
208,Denmark,1973,Anker Jørgensen,L,0
208,Denmark,1974,Poul Hartling ,R,0
208,Denmark,1975,Anker Jørgensen,L,0
208,Denmark,1976,Anker Jørgensen,L,0
208,Denmark,1977,Anker Jørgensen,L,0
208,Denmark,1978,Anker Jørgensen,L,0
208,Denmark,1979,Anker Jørgensen,L,0
208,Denmark,1980,Anker Jørgensen,L,0
208,Denmark,1981,Anker Jørgensen,L,0
208,Denmark,1982,Anker Jørgensen,L,0
208,Denmark,1983,Poul Schlüter,R,0
208,Denmark,1984,Poul Schlüter,R,0
208,Denmark,1985,Poul Schlüter,R,0
208,Denmark,1986,Poul Schlüter,R,0
208,Denmark,1987,Poul Schlüter,R,0
208,Denmark,1988,Poul Schlüter,R,0
208,Denmark,1989,Poul Schlüter,R,0
208,Denmark,1990,Poul Schlüter,R,0
208,Denmark,1991,Poul Schlüter,R,0
208,Denmark,1992,Poul Schlüter,R,0
208,Denmark,1993,Poul Nyrup Rasmussen,L,0
208,Denmark,1994,Poul Nyrup Rasmussen,L,0
208,Denmark,1995,Poul Nyrup Rasmussen,L,0
208,Denmark,1996,Poul Nyrup Rasmussen,L,0
208,Denmark,1997,Poul Nyrup Rasmussen,L,0
208,Denmark,1998,Poul Nyrup Rasmussen,L,0
208,Denmark,1999,Poul Nyrup Rasmussen,L,0
208,Denmark,2000,Poul Nyrup Rasmussen,L,0
208,Denmark,2001,Poul Nyrup Rasmussen,L,0
208,Denmark,2002,Anders Fogh Rasmussen,R,0
208,Denmark,2003,Anders Fogh Rasmussen,R,0
208,Denmark,2004,Anders Fogh Rasmussen,R,0
208,Denmark,2005,Anders Fogh Rasmussen,R,0
208,Denmark,2006,Anders Fogh Rasmussen,R,0
208,Denmark,2007,Anders Fogh Rasmussen,R,0
208,Denmark,2008,Anders Fogh Rasmussen,R,0
208,Denmark,2009,Lars Løkke Rasmussen,R,0
208,Denmark,2010,Lars Løkke Rasmussen,R,0
208,Denmark,2011,Lars Løkke Rasmussen,R,0
208,Denmark,2012,Helle Thorning-Schmidt,L,0
218,Ecuador,1870,Gabriel García Moreno,R,1
218,Ecuador,1871,Gabriel García Moreno,R,1
218,Ecuador,1872,Gabriel García Moreno,R,1
218,Ecuador,1873,Gabriel García Moreno,R,1
218,Ecuador,1874,Gabriel García Moreno,R,1
218,Ecuador,1875,Gabriel García Moreno,R,1
218,Ecuador,1876,Antonio Borrero y Cortázar,C,
218,Ecuador,1877,Ignacio de Veintemilla,,
218,Ecuador,1878,Ignacio de Veintemilla,,
218,Ecuador,1879,Ignacio de Veintemilla,,
218,Ecuador,1880,Ignacio de Veintemilla,,
218,Ecuador,1881,Ignacio de Veintemilla,,
218,Ecuador,1882,Ignacio de Veintemilla,,
218,Ecuador,1883,Ignacio de Veintemilla,,
218,Ecuador,1884,José María Plácido Caamaño,R,1
218,Ecuador,1885,José María Plácido Caamaño,R,1
218,Ecuador,1886,José María Plácido Caamaño,R,1
218,Ecuador,1887,José María Plácido Caamaño,R,1
218,Ecuador,1888,José María Plácido Caamaño,R,1
218,Ecuador,1889,Antonio Flores Jijón,R,1
218,Ecuador,1890,Antonio Flores Jijón,R,1
218,Ecuador,1891,Antonio Flores Jijón,R,1
218,Ecuador,1892,Antonio Flores Jijón,R,1
218,Ecuador,1893,Luis Cordero Crespo,R,1
218,Ecuador,1894,Luis Cordero Crespo,R,1
218,Ecuador,1895,Luis Cordero Crespo/Vicente Lucio Salazar,R,1
218,Ecuador,1896,Eloy Alfaro,C,0
218,Ecuador,1897,Eloy Alfaro,C,0
218,Ecuador,1898,Eloy Alfaro,C,0
218,Ecuador,1899,Eloy Alfaro,C,0
218,Ecuador,1900,Eloy Alfaro,C,0
218,Ecuador,1901,Eloy Alfaro,C,0
218,Ecuador,1902,Leonidas Plaza Gutiérrez,C,0
218,Ecuador,1903,Leonidas Plaza Gutiérrez,C,0
218,Ecuador,1904,Leonidas Plaza Gutiérrez,C,0
218,Ecuador,1905,Leonidas Plaza Gutiérrez,C,0
218,Ecuador,1906,Eloy Alfaro,C,0
218,Ecuador,1907,Eloy Alfaro,C,0
218,Ecuador,1908,Eloy Alfaro,C,0
218,Ecuador,1909,Eloy Alfaro,C,0
218,Ecuador,1910,Eloy Alfaro,C,0
218,Ecuador,1911,Eloy Alfaro,C,0
218,Ecuador,1912,Fransisco Andrade Marín/Alfredo Baquerizo Moreno/Leonidas Plaza Gutierrez,C,0
218,Ecuador,1913,Leonidas Plaza Gutiérrez,C,0
218,Ecuador,1914,Leonidas Plaza Gutiérrez,C,0
218,Ecuador,1915,Leonidas Plaza Gutiérrez,C,0
218,Ecuador,1916,Leonidas Plaza Gutiérrez,C,0
218,Ecuador,1917,Alfredo Baquerizo Moreno,C,0
218,Ecuador,1918,Alfredo Baquerizo Moreno,C,0
218,Ecuador,1919,Alfredo Baquerizo Moreno,C,0
218,Ecuador,1920,Alfredo Baquerizo Moreno,C,0
218,Ecuador,1921,José Luis Tamayo,C,0
218,Ecuador,1922,José Luis Tamayo,C,0
218,Ecuador,1923,José Luis Tamayo,C,0
218,Ecuador,1924,José Luis Tamayo,C,0
218,Ecuador,1925,Gonzalo S. Córdova,C,0
218,Ecuador,1926,Isidro Ayora,L,0
218,Ecuador,1927,Isidro Ayora,L,0
218,Ecuador,1928,Isidro Ayora,L,0
218,Ecuador,1929,Isidro Ayora,L,0
218,Ecuador,1930,Isidro Ayora,L,0
218,Ecuador,1931,Isidro Ayora,L,0
218,Ecuador,1932,Alfredo Baquerizo Moreno,C,0
218,Ecuador,1933,Juan de Dios Martínez Mera,C,0
218,Ecuador,1934,Abelardo Montalvo,C,0
218,Ecuador,1935,José Maria Velasco Ibarra,R,1
218,Ecuador,1936,Federico Páez Chiriboga,O,0
218,Ecuador,1937,Federico Páez Chiriboga,O,0
218,Ecuador,1938,Gil Alberto Enríquez Gallo,L,0
218,Ecuador,1939,Aurelio Mosquera Narváez,C,0
218,Ecuador,1940,Andrés F. Córdova Nieto,C,0
218,Ecuador,1941,Carlos Alberto Arroyo del Río,C,0
218,Ecuador,1942,Carlos Alberto Arroyo del Río,C,0
218,Ecuador,1943,Carlos Alberto Arroyo del Río,C,0
218,Ecuador,1944,José Maria Velasco Ibarra,L,0
218,Ecuador,1945,José Maria Velasco Ibarra,L,0
218,Ecuador,1946,José Maria Velasco Ibarra,L,0
218,Ecuador,1947,José Maria Velasco Ibarra,L,0
218,Ecuador,1948,Carlos Julio Arosemena Tola,R,0
