ccode,cname,year,hogname,hogideo,hogrel
32,Argentina,1870,Domingo Faustino Sarmiento,C,0
32,Argentina,1871,Domingo Faustino Sarmiento,C,0
32,Argentina,1872,Domingo Faustino Sarmiento,C,0
32,Argentina,1873,Domingo Faustino Sarmiento,C,0
32,Argentina,1874,Domingo Faustino Sarmiento,C,0
32,Argentina,1875,Nicolás Avellaneda,R,0
32,Argentina,1876,Nicolás Avellaneda,R,0
32,Argentina,1877,Nicolás Avellaneda,R,0
32,Argentina,1878,Nicolás Avellaneda,R,0
32,Argentina,1879,Nicolás Avellaneda,R,0
32,Argentina,1880,Nicolás Avellaneda,R,0
32,Argentina,1881,Julio A. Roca,R,0
32,Argentina,1882,Julio A. Roca,R,0
32,Argentina,1883,Julio A. Roca,R,0
32,Argentina,1884,Julio A. Roca,R,0
32,Argentina,1885,Julio A. Roca,R,0
32,Argentina,1886,Julio A. Roca,R,0
32,Argentina,1887,Miguel Juárez Celman,R,0
32,Argentina,1888,Miguel Juárez Celman,R,0
32,Argentina,1889,Miguel Juárez Celman,R,0
32,Argentina,1890,Miguel Juárez Celman,R,0
32,Argentina,1891,Carlos Pellegrini,R,0
32,Argentina,1892,Carlos Pellegrini,R,0
32,Argentina,1893,Luis Sáenz Peña,R,0
32,Argentina,1894,Luis Sáenz Peña,R,0
32,Argentina,1895,José Evaristo Uriburu,R,0
32,Argentina,1896,José Evaristo Uriburu,R,0
32,Argentina,1897,José Evaristo Uriburu,R,0
32,Argentina,1898,Julio A. Roca,R,0
32,Argentina,1899,Julio A. Roca,R,0
32,Argentina,1900,Julio A. Roca,R,0
32,Argentina,1901,Julio A. Roca,R,0
32,Argentina,1902,Julio A. Roca,R,0
32,Argentina,1903,Julio A. Roca,R,0
32,Argentina,1904,Julio A. Roca,R,0
32,Argentina,1905,Manuel Quintana,R,0
32,Argentina,1906,José Figueroa Alcorta,R,0
32,Argentina,1907,José Figueroa Alcorta,R,0
32,Argentina,1908,José Figueroa Alcorta,R,0
32,Argentina,1909,José Figueroa Alcorta,R,0
32,Argentina,1910,José Figueroa Alcorta,R,0
32,Argentina,1911,Roque Sáenz Peña,R,0
32,Argentina,1912,Roque Sáenz Peña,R,0
32,Argentina,1913,Roque Sáenz Peña,R,0
32,Argentina,1914,Victorino de la Plaza,R,0
32,Argentina,1915,Victorino de la Plaza,R,0
32,Argentina,1916,Victorino de la Plaza,R,0
32,Argentina,1917,Hipólito Irigoyen,C,0
32,Argentina,1918,Hipólito Irigoyen,C,0
32,Argentina,1919,Hipólito Irigoyen,C,0
32,Argentina,1920,Hipólito Irigoyen,C,0
32,Argentina,1921,Hipólito Irigoyen,C,0
32,Argentina,1922,Hipólito Irigoyen,C,0
32,Argentina,1923,Marcelo T. De Alvear,C,0
32,Argentina,1924,Marcelo T. De Alvear,C,0
32,Argentina,1925,Marcelo T. De Alvear,C,0
32,Argentina,1926,Marcelo T. De Alvear,C,0
32,Argentina,1927,Marcelo T. De Alvear,C,0
32,Argentina,1928,Marcelo T. De Alvear,C,0
32,Argentina,1929,Hipólito Irigoyen,C,0
32,Argentina,1930,Hipólito Irigoyen,C,0
32,Argentina,1931,José Félix Uriburu,R,0
32,Argentina,1932,Agustín P. Justo,R,0
32,Argentina,1933,Agustín P. Justo,R,0
32,Argentina,1934,Agustín P. Justo,R,0
32,Argentina,1935,Agustín P. Justo,R,0
32,Argentina,1936,Agustín P. Justo,R,0
32,Argentina,1937,Agustín P. Justo,R,0
32,Argentina,1938,Roberto M. Ortiz,R,0
32,Argentina,1939,Roberto M. Ortiz,R,0
32,Argentina,1940,Roberto M. Ortiz,R,0
32,Argentina,1941,Ramón S. Castillo,R,0
32,Argentina,1942,Ramón S. Castillo,R,0
32,Argentina,1943,Pedro Pablo Ramírez Machuca,O,0
32,Argentina,1944,Edelmiro J. Farrell,O,0
32,Argentina,1945,Edelmiro J. Farrell,O,0
32,Argentina,1946,Juan Perón,L,0
32,Argentina,1947,Juan Perón,L,0
32,Argentina,1948,Juan Perón,L,0
32,Argentina,1949,Juan Perón,L,0
32,Argentina,1950,Juan Perón,L,0
32,Argentina,1951,Juan Perón,L,0
32,Argentina,1952,Juan Perón,L,0
32,Argentina,1953,Juan Perón,L,0
32,Argentina,1954,Juan Perón,L,0
32,Argentina,1955,Juan Perón,L,0
32,Argentina,1956,Pedro Eugenio Aramburu,O,0
32,Argentina,1957,Pedro Eugenio Aramburu,O,0
32,Argentina,1958,Arturo Frondizi,C,0
32,Argentina,1959,Arturo Frondizi,C,0
32,Argentina,1960,Arturo Frondizi,C,0
32,Argentina,1961,Arturo Frondizi,C,0
32,Argentina,1962,José María Guido,C,0
32,Argentina,1963,José María Guido,C,0
32,Argentina,1964,Arturo Umberto Illia,C,0
32,Argentina,1965,Arturo Umberto Illia,C,0
32,Argentina,1966,Juan Carlos Onganía,O,0
32,Argentina,1967,Juan Carlos Onganía,O,0
32,Argentina,1968,Juan Carlos Onganía,O,0
32,Argentina,1969,Juan Carlos Onganía,O,0
32,Argentina,1970,Roberto Marcelo Levingston,O,0
32,Argentina,1971,Alejandro Agustín Lanusse,O,0
32,Argentina,1972,Alejandro Agustín Lanusse,O,0
32,Argentina,1973,Alejandro Agustín Lanusse,O,0
32,Argentina,1974,Juan Perón,L,0
32,Argentina,1975,Isabel Perón,R,0
32,Argentina,1976,Jorge Rafael Videla,O,0
32,Argentina,1977,Jorge Rafael Videla,O,0
32,Argentina,1978,Jorge Rafael Videla,O,0
32,Argentina,1979,Jorge Rafael Videla,O,0
32,Argentina,1980,Jorge Rafael Videla,O,0
32,Argentina,1981,Roberto Eduardo Viola,O,0
32,Argentina,1982,Reynaldo Bignone,O,0
32,Argentina,1983,Reynaldo Bignone,O,0
32,Argentina,1984,Raúl Alfonsín,C,0
32,Argentina,1985,Raúl Alfonsín,C,0
32,Argentina,1986,Raúl Alfonsín,C,0
32,Argentina,1987,Raúl Alfonsín,C,0
32,Argentina,1988,Raúl Alfonsín,C,0
32,Argentina,1989,Raúl Alfonsín,C,0
32,Argentina,1990,Carlos Saúl Menem,R,0
32,Argentina,1991,Carlos Saúl Menem,R,0
32,Argentina,1992,Carlos Saúl Menem,R,0
32,Argentina,1993,Carlos Saúl Menem,R,0
32,Argentina,1994,Carlos Saúl Menem,R,0
32,Argentina,1995,Carlos Saúl Menem,R,0
32,Argentina,1996,Carlos Saúl Menem,R,0
32,Argentina,1997,Carlos Saúl Menem,R,0
32,Argentina,1998,Carlos Saúl Menem,R,0
32,Argentina,1999,Carlos Saúl Menem,R,0
32,Argentina,2000,Fernando de la Rúa,C,0
32,Argentina,2001,Fernando de la Rúa,C,0
32,Argentina,2002,Eduardo Duhalde,R,0
32,Argentina,2003,Néstor Kirchner,L,0
32,Argentina,2004,Néstor Kirchner,L,0
32,Argentina,2005,Néstor Kirchner,L,0
32,Argentina,2006,Néstor Kirchner,L,0
32,Argentina,2007,Néstor Kirchner,L,0
32,Argentina,2008,Cristina Fernández de Kirchner,L,0
32,Argentina,2009,Cristina Fernández de Kirchner,L,0
32,Argentina,2010,Cristina Fernández de Kirchner,L,0
32,Argentina,2011,Cristina Fernández de Kirchner,L,0
32,Argentina,2012,Cristina Fernández de Kirchner,L,0
36,Australia,1901,Edmund Barton,R,0
36,Australia,1902,Edmund Barton,R,0
36,Australia,1903,Edmund Barton,R,0
36,Australia,1904,George Reid,C,0
36,Australia,1905,George Reid,C,0
36,Australia,1906,Alfred Deakin,R,0
36,Australia,1907,Alfred Deakin,R,0
36,Australia,1908,Alfred Deakin,R,0
36,Australia,1909,Alfred Deakin,R,0
36,Australia,1910,Andrew Fisher,L,0
36,Australia,1911,Andrew Fisher,L,0
36,Australia,1912,Andrew Fisher,L,0
36,Australia,1913,Joseph Cook,R,0
36,Australia,1914,Joseph Cook,R,0
36,Australia,1915,Andrew Fisher,L,0
36,Australia,1916,William Morris Hughes,L,0
36,Australia,1917,William Morris Hughes,R,0
36,Australia,1918,William Morris Hughes,R,0
36,Australia,1919,William Morris Hughes,R,0
36,Australia,1920,William Morris Hughes,R,0
36,Australia,1921,William Morris Hughes,R,0
36,Australia,1922,William Morris Hughes,R,0
36,Australia,1923,Stanley Melbourne Bruce,R,0
36,Australia,1924,Stanley Melbourne Bruce,R,0
36,Australia,1925,Stanley Melbourne Bruce,R,0
36,Australia,1926,Stanley Melbourne Bruce,R,0
36,Australia,1927,Stanley Melbourne Bruce,R,0
36,Australia,1928,Stanley Melbourne Bruce,R,0
36,Australia,1929,Stanley Melbourne Bruce,R,0
36,Australia,1930,James Henry Scullin,L,0
36,Australia,1931,James Henry Scullin,L,0
36,Australia,1932,Joseph Aloysius Lyons,R,0
36,Australia,1933,Joseph Aloysius Lyons,R,0
36,Australia,1934,Joseph Aloysius Lyons,R,0
36,Australia,1935,Joseph Aloysius Lyons,R,0
36,Australia,1936,Joseph Aloysius Lyons,R,0
36,Australia,1937,Joseph Aloysius Lyons,R,0
36,Australia,1938,Joseph Aloysius Lyons,R,0
36,Australia,1939,Robert Gordon Menzies,R,0
36,Australia,1940,Robert Gordon Menzies,R,0
36,Australia,1941,Robert Gordon Menzies,R,0
36,Australia,1942,John Curtin,L,0
36,Australia,1943,John Curtin,L,0
36,Australia,1944,John Curtin,L,0
36,Australia,1945,John Curtin,L,0
36,Australia,1946,Joseph Benedict Chifley,L,0
36,Australia,1947,Joseph Benedict Chifley,L,0
36,Australia,1948,Joseph Benedict Chifley,L,0
36,Australia,1949,Joseph Benedict Chifley,L,0
36,Australia,1950,Robert Gordon Menzies,R,0
36,Australia,1951,Robert Gordon Menzies,R,0
36,Australia,1952,Robert Gordon Menzies,R,0
36,Australia,1953,Robert Gordon Menzies,R,0
36,Australia,1954,Robert Gordon Menzies,R,0
36,Australia,1955,Robert Gordon Menzies,R,0
36,Australia,1956,Robert Gordon Menzies,R,0
36,Australia,1957,Robert Gordon Menzies,R,0
36,Australia,1958,Robert Gordon Menzies,R,0
36,Australia,1959,Robert Gordon Menzies,R,0
36,Australia,1960,Robert Gordon Menzies,R,0
36,Australia,1961,Robert Gordon Menzies,R,0
36,Australia,1962,Robert Gordon Menzies,R,0
36,Australia,1963,Robert Gordon Menzies,R,0
36,Australia,1964,Robert Gordon Menzies,R,0
36,Australia,1965,Robert Gordon Menzies,R,0
36,Australia,1966,Harold Holt,R,0
36,Australia,1967,Harold Holt,R,0
36,Australia,1968,John McEwen,R,0
36,Australia,1969,John Grey Gorton,R,0
36,Australia,1970,John Grey Gorton,R,0
36,Australia,1971,William McMahon,R,0
36,Australia,1972,William McMahon,R,0
36,Australia,1973,Gough Whitlam,L,0
36,Australia,1974,Gough Whitlam,L,0
36,Australia,1975,Gough Whitlam,L,0
36,Australia,1976,Malcolm Fraser,R,0
36,Australia,1977,Malcolm Fraser,R,0
36,Australia,1978,Malcolm Fraser,R,0
36,Australia,1979,Malcolm Fraser,R,0
36,Australia,1980,Malcolm Fraser,R,0
36,Australia,1981,Malcolm Fraser,R,0
36,Australia,1982,Malcolm Fraser,R,0
36,Australia,1983,Bob Hawke,L,0
36,Australia,1984,Bob Hawke,L,0
36,Australia,1985,Bob Hawke,L,0
36,Australia,1986,Bob Hawke,L,0
36,Australia,1987,Bob Hawke,L,0
36,Australia,1988,Bob Hawke,L,0
36,Australia,1989,Bob Hawke,L,0
36,Australia,1990,Bob Hawke,L,0
36,Australia,1991,Bob Hawke,L,0
36,Australia,1992,Paul Keating,L,0
36,Australia,1993,Paul Keating,L,0
36,Australia,1994,Paul Keating,L,0
36,Australia,1995,Paul Keating,L,0
36,Australia,1996,John Howard,R,0
36,Australia,1997,John Howard,R,0
36,Australia,1998,John Howard,R,0
36,Australia,1999,John Howard,R,0
36,Australia,2000,John Howard,R,0
36,Australia,2001,John Howard,R,0
36,Australia,2002,John Howard,R,0
36,Australia,2003,John Howard,R,0
36,Australia,2004,John Howard,R,0
36,Australia,2005,John Howard,R,0
36,Australia,2006,John Howard,R,0
36,Australia,2007,John Howard,R,0
36,Australia,2008,Kevin Rudd,L,0
36,Australia,2009,Kevin Rudd,L,0
36,Australia,2010,Julia Gillard,L,0
36,Australia,2011,Julia Gillard,L,0
36,Australia,2012,Julia Gillard,L,0
40,Austria,1870,Alfred Graf von Potocki-Pilawa,R,1
40,Austria,1871,Karl Siegmund Graf von Hohenwart,R,1
40,Austria,1872,Adolf Fürst Auersperg,R,1
40,Austria,1873,Adolf Fürst Auersperg,R,1
40,Austria,1874,Adolf Fürst Auersperg,R,1
40,Austria,1875,Adolf Fürst Auersperg,R,1
40,Austria,1876,Adolf Fürst Auersperg,R,1
40,Austria,1877,Adolf Fürst Auersperg,R,1
40,Austria,1878,Adolf Fürst Auersperg,R,1
40,Austria,1879,Karl von Stremayr,R,1
40,Austria,1880,Eduard Graf Taaffe,R,1
40,Austria,1881,Eduard Graf Taaffe,R,1
40,Austria,1882,Eduard Graf Taaffe,R,1
40,Austria,1883,Eduard Graf Taaffe,R,1
40,Austria,1884,Eduard Graf Taaffe,R,1
40,Austria,1885,Eduard Graf Taaffe,R,1
40,Austria,1886,Eduard Graf Taaffe,R,1
40,Austria,1887,Eduard Graf Taaffe,R,1
40,Austria,1888,Eduard Graf Taaffe,R,1
40,Austria,1889,Eduard Graf Taaffe,R,1
40,Austria,1890,Eduard Graf Taaffe,R,1
40,Austria,1891,Eduard Graf Taaffe,R,1
40,Austria,1892,Eduard Graf Taaffe,R,1
40,Austria,1893,Eduard Graf Taaffe,R,1
40,Austria,1894,Alfred August August Fürst zu Windischgrätz,R,1
40,Austria,1895,Alfred August August Fürst zu Windischgrätz,R,1
40,Austria,1896,Kasimir Felix Graf von Badeni,R,1
40,Austria,1897,Kasimir Felix Graf von Badeni,R,1
40,Austria,1898,Franz Graf von Thun und Hohenstein,R,1
40,Austria,1899,Franz Graf von Thun und Hohenstein,R,1
40,Austria,1900,Ernest von Koerber,R,1
40,Austria,1901,Ernest von Koerber,R,1
40,Austria,1902,Ernest von Koerber,R,1
40,Austria,1903,Ernest von Koerber,R,1
40,Austria,1904,Ernest von Koerber,R,1
40,Austria,1905,Paul Freiherr Gautsch von Frankenthurn,R,1
40,Austria,1906,Max Wladimir Freiherr von Beck,R,1
40,Austria,1907,Max Wladimir Freiherr von Beck,R,1
40,Austria,1908,Max Wladimir Freiherr von Beck,R,1
40,Austria,1909,Richard Freiherr von Bienerth-Schmerling,R,1
40,Austria,1910,Richard Freiherr von Bienerth-Schmerling,R,1
40,Austria,1911,Richard Freiherr von Bienerth-Schmerling,R,1
40,Austria,1912,Karl Reichsgraf von Stürgkh,R,1
40,Austria,1913,Karl Reichsgraf von Stürgkh,R,1
40,Austria,1914,Karl Reichsgraf von Stürgkh,R,1
40,Austria,1915,Karl Reichsgraf von Stürgkh,R,1
40,Austria,1916,Karl Reichsgraf von Stürgkh,R,1
40,Austria,1917,Ernst Ritter Seidler von Feuchtenegg,R,1
40,Austria,1918,,,
40,Austria,1919,,,
40,Austria,1920,Karl Renner,L,0
40,Austria,1921,Johan Schober,O,0
40,Austria,1922,Ignaz Seipel,R,1
40,Austria,1923,Ignaz Seipel,R,1
40,Austria,1924,Ignaz Seipel,R,1
40,Austria,1925,Rudolf Ramek,R,1
40,Austria,1926,Rudolf Ramek,R,1
40,Austria,1927,Ignaz Seipel,R,1
40,Austria,1928,Ignaz Seipel,R,1
40,Austria,1929,Ernst Streeruwitz,R,1
40,Austria,1930,Johan Schober,O,0
40,Austria,1931,Karl Buresch,R,1
40,Austria,1932,Engelbert Dollfuss,R,1
40,Austria,1933,Engelbert Dollfuss,R,1
40,Austria,1934,Engelbert Dollfuss,R,1
40,Austria,1935,Kurt Schuschnigg,R,1
40,Austria,1936,Kurt Schuschnigg,R,1
40,Austria,1937,Kurt Schuschnigg,R,1
40,Austria,1938,,,
40,Austria,1939,,,
40,Austria,1940,,,
40,Austria,1941,,,
40,Austria,1942,,,
40,Austria,1943,,,
40,Austria,1944,,,
40,Austria,1945,,,
40,Austria,1946,Leopold Figl,R,1
40,Austria,1947,Leopold Figl,R,1
40,Austria,1948,Leopold Figl,R,1
40,Austria,1949,Leopold Figl,R,1
40,Austria,1950,Leopold Figl,R,1
40,Austria,1951,Leopold Figl,R,1
40,Austria,1952,Leopold Figl,R,1
40,Austria,1953,Julius Raab,R,1
40,Austria,1954,Julius Raab,R,1
40,Austria,1955,Julius Raab,R,1
40,Austria,1956,Julius Raab,R,1
40,Austria,1957,Julius Raab,R,1
40,Austria,1958,Julius Raab,R,1
40,Austria,1959,Julius Raab,R,1
40,Austria,1960,Julius Raab,R,1
40,Austria,1961,Alfons Gorbach,R,1
40,Austria,1962,Alfons Gorbach,R,1
40,Austria,1963,Alfons Gorbach,R,1
40,Austria,1964,Josef Klaus,R,1
40,Austria,1965,Josef Klaus,R,1
40,Austria,1966,Josef Klaus,R,1
40,Austria,1967,Josef Klaus,R,1
40,Austria,1968,Josef Klaus,R,1
40,Austria,1969,Josef Klaus,R,1
40,Austria,1970,Bruno Kreisky,L,0
40,Austria,1971,Bruno Kreisky,L,0
40,Austria,1972,Bruno Kreisky,L,0
40,Austria,1973,Bruno Kreisky,L,0
40,Austria,1974,Bruno Kreisky,L,0
40,Austria,1975,Bruno Kreisky,L,0
40,Austria,1976,Bruno Kreisky,L,0
40,Austria,1977,Bruno Kreisky,L,0
40,Austria,1978,Bruno Kreisky,L,0
40,Austria,1979,Bruno Kreisky,L,0
40,Austria,1980,Bruno Kreisky,L,0
40,Austria,1981,Bruno Kreisky,L,0
40,Austria,1982,Bruno Kreisky,L,0
40,Austria,1983,Fred Sinowatz,L,0
40,Austria,1984,Fred Sinowatz,L,0
40,Austria,1985,Fred Sinowatz,L,0
40,Austria,1986,Franz Vranitzky,L,0
40,Austria,1987,Franz Vranitzky,L,0
40,Austria,1988,Franz Vranitzky,L,0
40,Austria,1989,Franz Vranitzky,L,0
40,Austria,1990,Franz Vranitzky,L,0
40,Austria,1991,Franz Vranitzky,L,0
40,Austria,1992,Franz Vranitzky,L,0
40,Austria,1993,Franz Vranitzky,L,0
40,Austria,1994,Franz Vranitzky,L,0
40,Austria,1995,Franz Vranitzky,L,0
40,Austria,1996,Franz Vranitzky,L,0
40,Austria,1997,Viktor Klima,L,0
40,Austria,1998,Viktor Klima,L,0
40,Austria,1999,Viktor Klima,L,0
40,Austria,2000,Wolfgang Schüssel,R,1
40,Austria,2001,Wolfgang Schüssel,R,1
40,Austria,2002,Wolfgang Schüssel,R,1
40,Austria,2003,Wolfgang Schüssel,R,1
40,Austria,2004,Wolfgang Schüssel,R,1
40,Austria,2005,Wolfgang Schüssel,R,1
40,Austria,2006,Wolfgang Schüssel,R,1
40,Austria,2007,Alfred Gusenbauer,L,0
40,Austria,2008,Alfred Gusenbauer,L,0
40,Austria,2009,Werner Faymann,L,0
40,Austria,2010,Werner Faymann,L,0
40,Austria,2011,Werner Faymann,L,0
40,Austria,2012,Werner Faymann,L,0
56,Belgium,1870,Walthère Frère-Orban,C,0
56,Belgium,1871,"Jules Joseph, baron d'Anethan",R,1
56,Belgium,1872,Jules Malou,R,1
56,Belgium,1873,Jules Malou,R,1
56,Belgium,1874,Jules Malou,R,1
56,Belgium,1875,Jules Malou,R,1
56,Belgium,1876,Jules Malou,R,1
56,Belgium,1877,Jules Malou,R,1
56,Belgium,1878,Walthère Frère-Orban,C,0
56,Belgium,1879,Walthère Frère-Orban,C,0
56,Belgium,1880,Walthère Frère-Orban,C,0
56,Belgium,1881,Walthère Frère-Orban,C,0
56,Belgium,1882,Walthère Frère-Orban,C,0
56,Belgium,1883,Walthère Frère-Orban,C,0
56,Belgium,1884,Jules Malou,R,1
56,Belgium,1885,Auguste Beernaert ,R,1
56,Belgium,1886,Auguste Beernaert ,R,1
56,Belgium,1887,Auguste Beernaert ,R,1
56,Belgium,1888,Auguste Beernaert ,R,1
56,Belgium,1889,Auguste Beernaert ,R,1
56,Belgium,1890,Auguste Beernaert ,R,1
56,Belgium,1891,Auguste Beernaert ,R,1
56,Belgium,1892,Auguste Beernaert ,R,1
56,Belgium,1893,Auguste Beernaert ,R,1
56,Belgium,1894,Jules Philippe Marie de Burlet,R,1
56,Belgium,1895,Jules Philippe Marie de Burlet,R,1
56,Belgium,1896,Paul de Smet de Naeyer,R,1
56,Belgium,1897,Paul de Smet de Naeyer,R,1
56,Belgium,1898,Paul de Smet de Naeyer,R,1
56,Belgium,1899,Julius Vandenpeereboom,R,1
56,Belgium,1900,Paul de Smet de Naeyer,R,1
56,Belgium,1901,Paul de Smet de Naeyer,R,1
56,Belgium,1902,Paul de Smet de Naeyer,R,1
56,Belgium,1903,Paul de Smet de Naeyer,R,1
56,Belgium,1904,Paul de Smet de Naeyer,R,1
56,Belgium,1905,Paul de Smet de Naeyer,R,1
56,Belgium,1906,Paul de Smet de Naeyer,R,1
56,Belgium,1907,Jules de Trooz,R,1
56,Belgium,1908,Frans Schollaert,R,1
56,Belgium,1909,Frans Schollaert,R,1
56,Belgium,1910,Frans Schollaert,R,1
56,Belgium,1911,"Charles, baron de Broqueville",R,1
56,Belgium,1912,"Charles, baron de Broqueville",R,1
56,Belgium,1913,"Charles, baron de Broqueville",R,1
56,Belgium,1914,"Charles, baron de Broqueville",R,1
56,Belgium,1915,"Charles, baron de Broqueville",R,1
56,Belgium,1916,"Charles, baron de Broqueville",R,1
56,Belgium,1917,"Charles, baron de Broqueville",R,1
56,Belgium,1918,Geraard Cooreman,R,1
56,Belgium,1919,Léon Delacroix,R,1
56,Belgium,1920,Léon Delacroix,R,1
56,Belgium,1921,Henri Carton de Wiart,R,1
56,Belgium,1922,Georges Theunis,R,1
56,Belgium,1923,Georges Theunis,R,1
56,Belgium,1924,Georges Theunis,R,1
56,Belgium,1925,"Prosper, vicomte Poullet",R,1
56,Belgium,1926,Henri Jaspar,R,1
56,Belgium,1927,Henri Jaspar,R,1
56,Belgium,1928,Henri Jaspar,R,1
56,Belgium,1929,Henri Jaspar,R,1
56,Belgium,1930,Henri Jaspar,R,1
56,Belgium,1931,Henri Jaspar,R,1
56,Belgium,1932,Jules Renkin,R,1
56,Belgium,1933,"Charles, comte de Broqueville",R,1
56,Belgium,1934,"Charles, comte de Broqueville",R,1
56,Belgium,1935,Paul Van Zeeland,R,1
56,Belgium,1936,Paul Van Zeeland,R,1
56,Belgium,1937,Paul Janson,C,1
56,Belgium,1938,Paul-Henri Spaak,L,0
56,Belgium,1939,Hubert Pierlot,R,1
56,Belgium,1940,Hubert Pierlot,,
56,Belgium,1941,Hubert Pierlot,,
56,Belgium,1942,Hubert Pierlot,,
56,Belgium,1943,Hubert Pierlot,,
56,Belgium,1944,Hubert Pierlot,,
56,Belgium,1945,Achille Von Acker,L,0
56,Belgium,1946,Camille Huysmans,L,0
56,Belgium,1947,Paul-Henri Spaak,L,0
56,Belgium,1948,Paul-Henri Spaak,L,0
56,Belgium,1949,Paul-Henri Spaak,L,0
56,Belgium,1950,Jean Duvieusart,R,1
56,Belgium,1951,Joseph Pholien,R,1
56,Belgium,1952,Jean Van Houtte,R,1
56,Belgium,1953,Jean Van Houtte,R,1
56,Belgium,1954,Achille Von Acker,L,0
56,Belgium,1955,Achille Von Acker,L,0
56,Belgium,1956,Achille Von Acker,L,0
56,Belgium,1957,Achille Von Acker,L,0
56,Belgium,1958,Gaston Eyskens ,R,1
56,Belgium,1959,Gaston Eyskens ,R,1
56,Belgium,1960,Gaston Eyskens ,R,1
56,Belgium,1961,Théo Lefèvre ,R,1
56,Belgium,1962,Théo Lefèvre ,R,1
56,Belgium,1963,Théo Lefèvre ,R,1
56,Belgium,1964,Théo Lefèvre ,R,1
56,Belgium,1965,Pierre Harmel,R,1
56,Belgium,1966,Paul Vanden Boeynants,R,1
56,Belgium,1967,Paul Vanden Boeynants,R,1
56,Belgium,1968,Gaston Eyskens ,R,1
56,Belgium,1969,Gaston Eyskens ,R,1
56,Belgium,1970,Gaston Eyskens ,R,1
56,Belgium,1971,Gaston Eyskens ,R,1
56,Belgium,1972,Gaston Eyskens ,R,1
56,Belgium,1973,Edmond Leburton,L,0
56,Belgium,1974,Léo Tindemans ,R,1
56,Belgium,1975,Léo Tindemans ,R,1
56,Belgium,1976,Léo Tindemans ,R,1
56,Belgium,1977,Léo Tindemans ,R,1
56,Belgium,1978,Léo Tindemans ,R,1
56,Belgium,1979,Wilfried Martens,R,1
56,Belgium,1980,Wilfried Martens,R,1
56,Belgium,1981,Mark Eyskens,R,1
56,Belgium,1982,Wilfried Martens,R,1
56,Belgium,1983,Wilfried Martens,R,1
56,Belgium,1984,Wilfried Martens,R,1
56,Belgium,1985,Wilfried Martens,R,1
56,Belgium,1986,Wilfried Martens,R,1
56,Belgium,1987,Wilfried Martens,R,1
56,Belgium,1988,Wilfried Martens,R,1
56,Belgium,1989,Wilfried Martens,R,1
56,Belgium,1990,Wilfried Martens,R,1
56,Belgium,1991,Wilfried Martens,R,1
56,Belgium,1992,Jean-Luc Dehaene,R,1
56,Belgium,1993,Jean-Luc Dehaene,R,1
56,Belgium,1994,Jean-Luc Dehaene,R,1
56,Belgium,1995,Jean-Luc Dehaene,R,1
56,Belgium,1996,Jean-Luc Dehaene,R,1
56,Belgium,1997,Jean-Luc Dehaene,R,1
56,Belgium,1998,Jean-Luc Dehaene,R,1
56,Belgium,1999,Jean-Luc Dehaene,R,1
56,Belgium,2000,Guy Verhofstadt,R,1
56,Belgium,2001,Guy Verhofstadt,R,1
56,Belgium,2002,Guy Verhofstadt,R,1
56,Belgium,2003,Guy Verhofstadt,R,1
56,Belgium,2004,Guy Verhofstadt,R,1
56,Belgium,2005,Guy Verhofstadt,R,1
56,Belgium,2006,Guy Verhofstadt,R,1
56,Belgium,2007,Guy Verhofstadt,R,1
56,Belgium,2008,Yves Leterme,R,0
56,Belgium,2009,Herman Van Rompuy,R,0
56,Belgium,2010,Yves Leterme,R,0
56,Belgium,2011,Yves Leterme,R,0
56,Belgium,2012,Elio Di Rupo,L,0
68,Bolivia,1870,Mariano Melgarejo,O,0
68,Bolivia,1871,Agustín Morales,R,0
68,Bolivia,1872,Agustín Morales,R,0
68,Bolivia,1873,Adolfo Ballivián,R,0
68,Bolivia,1874,Tomás Frías,R,0
68,Bolivia,1875,Tomás Frías,R,0
68,Bolivia,1876,Hilarion Daza,R,0
68,Bolivia,1877,Hilarion Daza,R,0
68,Bolivia,1878,Hilarion Daza,R,0
68,Bolivia,1879,Hilarion Daza,R,0
68,Bolivia,1880,Narciso Campero,R,0
68,Bolivia,1881,Narciso Campero,R,0
68,Bolivia,1882,Narciso Campero,R,0
68,Bolivia,1883,Narciso Campero,R,0
68,Bolivia,1884,Narciso Campero,R,0
68,Bolivia,1885,Gregorio Pacheco,R,0
68,Bolivia,1886,Gregorio Pacheco,R,0
68,Bolivia,1887,Gregorio Pacheco,R,0
68,Bolivia,1888,Gregorio Pacheco,R,0
68,Bolivia,1889,Aniceto Arce,R,0
68,Bolivia,1890,Aniceto Arce,R,0
68,Bolivia,1891,Aniceto Arce,R,0
68,Bolivia,1892,Aniceto Arce,R,0
68,Bolivia,1893,Mariano Baptista,R,1
68,Bolivia,1894,Mariano Baptista,R,1
68,Bolivia,1895,Mariano Baptista,R,1
68,Bolivia,1896,Mariano Baptista,R,1
68,Bolivia,1897,Severo Fernández Alonso,R,0
68,Bolivia,1898,Severo Fernández Alonso,R,0
68,Bolivia,1899,Serapio Reyes Ortiz,R,0
68,Bolivia,1900,Manuel Pando,C,0
68,Bolivia,1901,Manuel Pando,C,0
68,Bolivia,1902,Manuel Pando,C,0
68,Bolivia,1903,Manuel Pando,C,0
68,Bolivia,1904,Manuel Pando,C,0
68,Bolivia,1905,Ismael Montes,C,0
68,Bolivia,1906,Ismael Montes,C,0
68,Bolivia,1907,Ismael Montes,C,0
